step,SMILES,obj_calls,obj_value,improver,success_obj_computation,obj_computation_time,silly_walks
-1,CC(=O)Oc1ccccc1C(=O)O,0,0.0,,True,0.0005109310150146484,0.0
0,COC(=O)c1ccccc1OC(C)=O,1,0.0,True,True,0.0005335807800292969,0.0
1,CC(=O)Oc1ccccc1C(=O)OO,2,0.0,True,True,0.0005366802215576172,0.0
1,COC(=O)c1c(C)cccc1OC(C)=O,3,0.0,True,True,0.0005681514739990234,0.0
2,CC(=O)Oc1ccccc1C=O,4,0.0,True,True,0.00047206878662109375,0.0
2,COC(=O)c1ccccc1OC(=O)CO,5,0.0,True,True,0.0005595684051513672,0.0
2,CC(=O)Oc1cc(N)ccc1C(=O)OO,6,0.0,True,True,0.000579833984375,0.0
2,COC(=O)c1c(OC(C)=O)ccc(C)c1C,7,0.0,True,True,0.0006194114685058594,0.0
3,CC(=O)Oc1cccc(C)c1C(=O)O,8,0.0,True,True,0.0005314350128173828,0.0
3,COC(=O)c1cccc(C)c1OC(C)=O,9,0.0,True,True,0.0005600452423095703,0.0
3,CCOc1ccccc1C(=O)OO,10,0.0,True,True,0.0005457401275634766,0.0
3,COC(=O)c1c(C)cccc1OC(=O)CO,11,0.0,True,True,0.0006031990051269531,0.0
3,CC(=O)Oc1ccccc1CO,12,0.0,True,True,0.0005137920379638672,0.0
3,COCC(=O)Oc1ccccc1C(=O)OC,13,0.0,True,True,0.000606536865234375,0.0
3,CC(=O)Oc1cc2c(cc1C(=O)OO)N2,14,0.0,True,True,0.0006098747253417969,0.0
3,COC(=O)c1c(C)c(C)cc(C)c1OC(C)=O,15,0.0,True,True,0.0006227493286132812,0.0
4,CC(=O)Oc1cc(O)ccc1C(=O)O,16,0.0,True,True,0.0005369186401367188,0.0
4,COC(=O)c1ccccc1OC(=O)CN,17,0.0,True,True,0.0005524158477783203,0.0
4,COC(=O)c1c(OC(C)=O)ccc(F)c1C,18,0.0,True,True,0.0005879402160644531,0.0
4,CC(=O)Oc1cccc(F)c1C=O,19,0.0,True,True,0.0004992485046386719,0.0
4,COC(=O)c1cc(F)ccc1OC(=O)CO,20,0.0,True,True,0.0007832050323486328,0.0
4,CCOc1cc(N)ccc1C(=O)OO,21,0.0,True,True,0.0005199909210205078,0.0
4,COC(=O)c1c(OC(C)=O)cc(C)c(C)c1C,22,0.0,True,True,0.0006189346313476562,0.0
4,CCc1cccc(OC(C)=O)c1C(=O)O,23,0.0,True,True,0.0005495548248291016,0.0
4,COC(=O)c1c(C)ccc(C)c1OC(C)=O,24,0.0,True,True,0.0005822181701660156,0.0
4,CCOc1ccccc1C(=O)O,25,0.0,True,True,0.0004711151123046875,0.0
5,CC(=O)Oc1cccc(O)c1C(=O)O,26,0.0,True,True,0.0005178451538085938,0.0
5,CCc1cccc(OC(C)=O)c1C(=O)OC,27,0.0,True,True,0.0005743503570556641,0.0
5,COC(=O)c1c(C)c(C)c(C)c(C)c1OC(C)=O,28,0.0,True,True,0.0006570816040039062,0.0
5,CCOc1cc(N)c(O)cc1C(=O)OO,29,0.0,True,True,0.0005466938018798828,0.0
5,COC(=O)c1cc(F)ccc1OC(=O)C=O,30,0.0,True,True,0.00058746337890625,0.0
5,CC(=O)Oc1cccc(F)c1CO,31,0.0,True,True,0.0004913806915283203,0.0
5,COC(=O)c1c(C)c(F)cc(C)c1OC(C)=O,32,0.0,True,True,0.0006241798400878906,0.0
5,COC(=O)c1c(C)cccc1OC(=O)CN,33,0.0,True,True,0.0006456375122070312,0.0
5,COc1ccc(C(=O)O)c(OC(C)=O)c1,34,0.0,True,True,0.0005559921264648438,0.0
5,CC(=O)Oc1c(C)cc(C)c(C)c1C(=O)O,35,0.0,True,True,0.0005824565887451172,0.0
6,CC(=O)Oc1c(F)cccc1C(=O)O,36,0.0,True,True,0.0005326271057128906,0.0
6,COCC(=O)Oc1ccc(F)cc1C(=O)OC,37,0.0,True,True,0.0006284713745117188,0.0
6,CC(F)Oc1cc(N)ccc1C(=O)OO,38,0.0,True,True,0.0005831718444824219,0.0
6,COC(=O)c1cc(C)c(C)cc1OC(C)=O,39,0.0,True,True,0.0007627010345458984,0.0
6,CCc1cccc(OC(C)=O)c1C=O,40,0.0,True,True,0.0005147457122802734,0.0
6,CC(=O)Oc1c(C)ccc(C)c1C(=O)O,41,0.0,True,True,0.0005502700805664062,0.0
6,CCOc1ccccc1C(=O)OC,42,0.0,True,True,0.0004868507385253906,0.0
6,CCOc1cccc(F)c1C=O,43,0.0,True,True,0.0004544258117675781,0.0
6,COc1cccc(OC(C)=O)c1C(=O)O,44,0.0,True,True,0.0005443096160888672,0.0
6,CCC(=O)Oc1c(C)c(C)c(C)c(C)c1C(=O)OC,45,0.0,True,True,0.0007185935974121094,0.0
7,CC(=O)Oc1ccc(F)cc1C(=O)O,46,0.0,True,True,0.0005235671997070312,0.0
7,CCOc1cccc(O)c1C(=O)O,47,0.0,True,True,0.0004901885986328125,0.0
7,CC(=O)Oc1c(C)ccc(O)c1C(=O)O,48,0.0,True,True,0.0006031990051269531,0.0
7,CCc1cccc(OC(=O)CO)c1C(=O)OC,49,0.0,True,True,0.0007939338684082031,0.0
7,COC(=O)c1c(C)c(C)c(CO)c(C)c1OC(C)=O,50,0.0,True,True,0.0006768703460693359,0.0
7,CCOc1ccc(O)cc1C(=O)OO,51,0.0,True,True,0.0005207061767578125,0.0
7,COC(=O)c1cc(F)c(O)cc1OC(=O)C=O,52,0.0,True,True,0.0006191730499267578,0.0
7,COCc1c(F)cccc1OC(C)=O,53,0.0,True,True,0.0005664825439453125,0.0
7,COC(=O)c1c(C)c(F)c(C)c(C)c1OC(C)=O,54,0.0,True,True,0.0006501674652099609,0.0
7,COC(=O)c1c(OC(=O)CN)ccc(C)c1C,55,0.0,True,True,0.0006210803985595703,0.0
8,CC(=O)Oc1ccc(N)cc1C(=O)O,56,0.0,True,True,0.0005190372467041016,0.0
8,COC(=O)c1ccccc1OC(=O)C=O,57,0.0,True,True,0.0007271766662597656,0.0
8,CC(=O)Oc1cccc(F)c1C,58,0.0,True,True,0.00046133995056152344,0.0
8,CC(=O)Oc1c(C)cc(F)c(C)c1C(=O)O,59,0.0,True,True,0.000598907470703125,0.0
8,COC(=O)c1ccc(OC)cc1OC(C)=O,60,0.0,True,True,0.0006117820739746094,0.0
8,CC(=O)Oc1c(C)c(O)c(C)c(C)c1C(=O)O,61,0.0,True,True,0.0006101131439208984,0.0
8,COC(=O)c1cccc(F)c1OC(C)=O,62,0.0,True,True,0.0006098747253417969,0.0
8,COCC(=O)Oc1c(C)cc(F)cc1C(=O)OC,63,0.0,True,True,0.0006432533264160156,0.0
8,CC(F)Oc1ccccc1C(=O)OO,64,0.0,True,True,0.0005176067352294922,0.0
8,COC(=O)c1cc(C)c(CO)cc1OC(C)=O,65,0.0,True,True,0.0006182193756103516,0.0
9,CC(=O)Oc1cc2cc-2c1C(=O)O,66,0.0,True,True,0.0005257129669189453,0.0
9,CC(=O)Oc1ccc(C)c(C)c1C(=O)O,67,0.0,True,True,0.0005474090576171875,0.0
9,CCOc1c(F)cccc1C(=O)O,68,0.0,True,True,0.00048065185546875,0.0
9,Nc1ccc(C(=O)OO)c(OCF)c1,69,0.0,True,True,0.0005168914794921875,0.0
9,COC(=O)c1ccc(C)cc1OC(C)=O,70,0.0,True,True,0.0008814334869384766,0.0
9,CCc1cccc(OC(C)=O)c1CO,71,0.0,True,True,0.0005192756652832031,0.0
9,CC(=O)Oc1c(C)c(O)cc(C)c1C(=O)O,72,0.0,True,True,0.0005815029144287109,0.0
9,CCOc1c(C)cccc1C(=O)OC,73,0.0,True,True,0.0005121231079101562,0.0
9,CCOc1cccc(F)c1C,74,0.0,True,True,0.00043082237243652344,0.0
9,COC(=O)c1c(OC)cccc1OC(C)=O,75,0.0,True,True,0.0005812644958496094,0.0
10,O=COc1ccccc1C(=O)O,76,0.0,True,True,0.00046253204345703125,0.0
10,CC(=O)Oc1c(C)c(C)c(F)c(C)c1C(=O)OCO,77,0.0,True,True,0.0006692409515380859,0.0
10,COCc1c(OC(C)=O)ccc(C)c1F,78,0.0,True,True,0.0005457401275634766,0.0
10,COC(=O)c1cc(F)c(O)cc1OC(=O)CO,79,0.0,True,True,0.0007462501525878906,0.0
10,CCOc1ccc(OC)cc1C(=O)OO,80,0.0,True,True,0.0005481243133544922,0.0
10,COCc1c(C)c(C)c(C(=O)OC)c(OC(C)=O)c1C,81,0.0,True,True,0.0007467269897460938,0.0
10,CCc1cccc(OC(=O)COC)c1C(=O)OC,82,0.0,True,True,0.0006871223449707031,0.0
10,COc1ccc(C)c(OC(C)=O)c1C(=O)O,83,0.0,True,True,0.0005738735198974609,0.0
10,CCOc1cccc(OC)c1C(=O)O,84,0.0,True,True,0.0005671977996826172,0.0
10,COC(=O)c1cc(F)ccc1OC(C)=O,85,0.0,True,True,0.00055694580078125,0.0
11,CC(=O)Oc1cccc(F)c1C(=O)O,86,0.0,True,True,0.0006279945373535156,0.0
11,COc1c(C)c(C)c(C(=O)O)c(OC(C)=O)c1C,87,0.0,True,True,0.000705718994140625,0.0
11,COC(=O)c1c(C)cc(OC)cc1OC(C)=O,88,0.0,True,True,0.0006361007690429688,0.0
11,CCOc1c(C)cc(F)c(C)c1C(=O)O,89,0.0,True,True,0.0005831718444824219,0.0
11,CC(=O)Oc1c(C)ccc(F)c1C,90,0.0,True,True,0.0005729198455810547,0.0
11,COCc1ccccc1OC(=O)C=O,91,0.0,True,True,0.0005278587341308594,0.0
11,COC(=O)c1cc(N)ccc1OC(C)=O,92,0.0,True,True,0.0005872249603271484,0.0
11,COC(=O)c1c(OC(=O)CN)cc(O)c(C)c1C,93,0.0,True,True,0.0006928443908691406,0.0
11,COC(=O)c1c(C)c(F)c(C)c(C)c1OC(=O)CO,94,0.0,True,True,0.0006794929504394531,0.0
11,CCOCc1c(F)cccc1OC(C)=O,95,0.0,True,True,0.0005738735198974609,0.0
12,CCC(=O)Oc1ccccc1C(=O)O,96,0.0,True,True,0.0005116462707519531,0.0
12,O=C(OO)c1ccc(NO)cc1OCF,97,0.0,True,True,0.0005457401275634766,0.0
12,CCOc1c(F)cccc1C(=O)OC,98,0.0,True,True,0.0005228519439697266,0.0
12,CC(=O)Oc1cc2c(c(C)c1C(=O)O)C2,99,0.0,True,True,0.0006115436553955078,0.0
12,COC(=O)c1c(OC(C)=O)cc2cc1-2,100,0.0,True,True,0.0005636215209960938,0.0
12,COCc1cc(OC(C)=O)c(C(=O)OC)cc1C,101,0.0,True,True,0.0006680488586425781,0.0
12,CC(F)Oc1cc(O)ccc1C(=O)OO,102,0.0,True,True,0.0007193088531494141,0.0
12,COCC(=O)Oc1c(C(=O)OC)cc(F)c(C)c1C,103,0.0,True,True,0.0006921291351318359,0.0
12,COC(=O)c1c(C)ccc(F)c1OC(C)=O,104,0.0,True,True,0.0005767345428466797,0.0
12,CC(=O)Oc1c(C)c(O)c(C)c2c1C(=O)OC2,105,0.0,True,True,0.0006718635559082031,0.0
13,CC(=O)Oc1ccc(C)cc1C(=O)O,106,0.0,True,True,0.0005590915679931641,0.0
13,COC(=O)c1ccccc1OC=O,107,0.0,True,True,0.0004899501800537109,0.0
13,COC(=O)c1c(OC(C)=O)ccc(C)c1OC,108,0.0,True,True,0.0006277561187744141,0.0
13,Cc1c(F)cccc1OCCN,109,0.0,True,True,0.0004589557647705078,0.0
13,CCOc1c(C(=O)OC)ccc(C)c1C,110,0.0,True,True,0.0005528926849365234,0.0
13,COc1cc(C)c(C(=O)O)c(OC(C)=O)c1C,111,0.0,True,True,0.0006206035614013672,0.0
13,CCOc1cccc(CC)c1CO,112,0.0,True,True,0.0004897117614746094,0.0
13,COC(=O)c1c(C)cc(C)cc1OC(C)=O,113,0.0,True,True,0.0005772113800048828,0.0
13,COc1cc(N)ccc1C(=O)OO,114,0.0,True,True,0.0004863739013671875,0.0
13,CCOc1c(C(=O)O)ccc(C)c1F,115,0.0,True,True,0.0005171298980712891,0.0
14,CC(=O)Oc1cccc(N)c1C(=O)O,116,0.0,True,True,0.0005424022674560547,0.0
14,CCOc1cccc(OC)c1C(=O)OC,117,0.0,True,True,0.0005481243133544922,0.0
14,COC(=O)c1c(OC)ccc(C)c1OC(C)=O,118,0.0,True,True,0.00061798095703125,0.0
14,COCC(=O)Oc1cccc(C)c1C(=O)OC,119,0.0,True,True,0.0006163120269775391,0.0
14,COCc1cc(OC(C)=O)c(C(=O)OC)c(C)c1C,120,0.0,True,True,0.002134561538696289,0.0
14,CCOc1ccc(OC)cc1C(=O)O,121,0.0,True,True,0.0005195140838623047,0.0
14,COC(=O)c1cc(F)c(OC)cc1OC(=O)CO,122,0.0,True,True,0.0007107257843017578,0.0
14,COCc1c(OC(=O)CO)ccc(C)c1F,123,0.0,True,True,0.0005888938903808594,0.0
14,COCOC(=O)c1c(C)c(F)c(C)c(C)c1OC(C)=O,124,0.0,True,True,0.0007131099700927734,0.0
14,O=COc1ccc(O)cc1C(=O)O,125,0.0,True,True,0.0005445480346679688,0.0
15,CC(=O)Oc1c(O)cccc1C(=O)O,126,0.0,True,True,0.0005164146423339844,0.0
15,COCc1ccccc1OC(=O)CO,127,0.0,True,True,0.0005376338958740234,0.0
15,CC(=O)Oc1c(C)c(C)cc(F)c1C,128,0.0,True,True,0.0005164146423339844,0.0
15,CCOc1c(C)cc(F)c(C)c1C(=O)OC,129,0.0,True,True,0.0005857944488525391,0.0
15,COC(=O)c1c(OC(C)=O)cc(OC)c(C)c1C,130,0.0,True,True,0.0006451606750488281,0.0
15,COC(=O)c1c(C)c(C)c(OC)c(C)c1OC(C)=O,131,0.0,True,True,0.0007185935974121094,0.0
15,COC(=O)c1c(F)cccc1OC(C)=O,132,0.0,True,True,0.0005519390106201172,0.0
15,COC(=O)c1cc(F)ccc1OC=O,133,0.0,True,True,0.000560760498046875,0.0
