smiles,n_success_mut,n_failures_mut,silly_walks,total,obj_computation_time,history_data
COc1cc(N)ccc1C(=O)O,1,0,0.0,0.0,0.0004742145538330078,CC(=O)Oc1ccccc1C(=O)O|AddA-33_AddA-5_RmA-2|RmA-0_RmA-7_ChB-706|ChB-2284_ChB-1581_AddA-29|RmA-10_ChB-709_ChB-6
Nc1cc(C(=O)O)ccc1NCCO,1,0,0.0,0.0,0.0005385875701904297,CC(=O)Oc1ccccc1C(=O)O|AddA-37_ChB-971_ChB-1674|RmA-9_AddA-33_AddA-29|ChB-709_AddA-61_ChB-108|ChB-714_RmA-0_RmA-10
Nc1cc(CC(=O)O)ccc1C(=O)OO,1,0,0.0,0.0,0.0005428791046142578,CC(=O)Oc1ccccc1C(=O)O|ChB-708_AddA-53_ChB-108|RmA-0_ChB-2461_ChB-1758|AddA-46_AddA-53_AddA-13|RmA-15_ChB-709_ChB-0
CCOc1c(C(=O)OO)ccc(N)c1N,2,0,0.0,0.0,0.0005648136138916016,CC(=O)Oc1ccccc1C(=O)O|AddA-25_AddA-5_RmA-2|ChB-2347_AddA-58_ChB-1644|ChB-1411_AddA-33_RmA-0
CC(=O)Oc1cc(NO)cc(N)c1C(=O)O,1,1,0.0,0.0,0.000640869140625,CC(=O)Oc1ccccc1C(=O)O|AddA-37_ChB-971_ChB-1674|ChB-2316_AddA-5_ChB-1613|RmA-10_ChB-709_ChB-6|ChB-711_ChB-0_AddA-33|ChB-1415_AddA-34_ChB-9
O=C(O)Cc1cccc(C(=O)O)c1,2,0,0.0,0.0,0.0005030632019042969,CC(=O)Oc1ccccc1C(=O)O|ChB-707_AddA-53_ChB-108|ChB-1414_ChB-8_RmA-0
NOC(=O)Cc1ccc(C(=O)OO)cc1F,1,0,0.0,0.0,0.0005931854248046875,CC(=O)Oc1ccccc1C(=O)O|ChB-708_AddA-53_ChB-108|RmA-0_ChB-2461_ChB-1758|AddA-46_AddA-53_AddA-13|RmA-15_ChB-706_ChB-3|ChB-716_AddA-31_ChB-13
O=C(O)c1ccc2[nH]c(C(=O)O)nc2c1,1,0,0.0,0.0,0.0006399154663085938,CC(=O)Oc1ccccc1C(=O)O|AddA-37_ChB-971_ChB-1674|RmA-9_AddA-33_AddA-29|ChB-709_AddA-61_ChB-108|ChB-714_ChB-717_RmA-0|ChB-709_ChB-6_ChB-1416
CC(O)C=CC=CC(=O)O,0,1,0.0,0.0,0.00032258033752441406,CC(=O)Oc1ccccc1C(=O)O|AddA-33_AddA-5_RmA-2|RmA-0_RmA-7_ChB-706|ChB-2284_ChB-1581_AddA-29|RmA-0_RmA-11_ChB-712|RmA-8_RmA-7_AddA-38
CC(=O)Oc1cccnc1C(=O)O,1,0,0.0,0.0,0.0004923343658447266,CC(=O)Oc1ccccc1C(=O)O|AddA-33_RmA-8_ChB-1677
Nc1cc(C(=O)O)cc(C(N)C(=O)O)c1,1,0,0.0,0.0,0.0005679130554199219,CC(=O)Oc1ccccc1C(=O)O|ChB-707_AddA-53_ChB-108|RmA-0_AddA-25_AddA-37
O=C(O)Cc1ccc(C(=O)OO)cc1,1,0,0.0,0.0,0.0005314350128173828,CC(=O)Oc1ccccc1C(=O)O|ChB-708_AddA-53_ChB-108|RmA-0_ChB-2461_ChB-1758|AddA-46_AddA-53_AddA-13|RmA-15_ChB-706_ChB-3|RmA-0_ChB-2487_ChB-1784
Nc1cc(C(=O)OO)ccc1NCC(=O)O,2,0,0.0,0.0,0.0006618499755859375,CC(=O)Oc1ccccc1C(=O)O|AddA-37_ChB-971_ChB-1674|RmA-9_AddA-33_AddA-29|ChB-709_AddA-61_ChB-108|ChB-714_ChB-717_RmA-0|AddA-30_ChB-713_ChB-10
NC1Cc2cc(C=O)cc(O)c21,1,0,0.0,0.0,0.00048232078552246094,CC(=O)Oc1ccccc1C(=O)O|AddA-33_AddA-5_RmA-2|RmA-0_RmA-7_ChB-706|ChB-2284_ChB-1581_AddA-29|RmA-0_RmA-11_ChB-712|AddA-45_AddA-26_RmA-2
