history_data,total,silly_walks,smiles
CC(=O)Oc1ccccc1C(=O)O|AddA-5_AddA-26|AddA-42_RmA-3|ChB-2109_AddA-34|RmA-15_RmA-8|AddA-46_RmA-9|ChB-703_AddA-12|RmA-11_AddA-4|RmA-14_RmA-13|AddA-38_RmA-0|RmA-0_AddA-12,0.0,0.0,CNCCOc1cc(O)cc(O)c1
CC(=O)Oc1ccccc1C(=O)O|ChB-707_AddA-54,0.0,0.0,O=C1Cc2cccc(C(=O)OO)c2O1
CC(=O)Oc1ccccc1C(=O)O|AddA-5_AddA-26|AddA-42_RmA-3|RmA-13_AddA-34|AddA-8_AddA-8|ChB-704_RmA-16|ChB-49_RmA-0|AddA-4_AddA-16|RmA-12_RmA-10,0.0,0.0,CCCCC(C)Oc1ccccc1CO
CC(=O)Oc1ccccc1C(=O)O|AddA-30_AddA-26|RmA-14_AddA-42,0.0,0.0,CC(=O)Oc1cc(O)cc(O)c1C(=O)O
CC(=O)Oc1ccccc1C(=O)O|RmA-12_AddA-38|RmA-2_AddA-8|AddA-30_AddA-12|RmA-14_AddA-4|AddA-46_AddA-64|RmA-0_AddA-16|ChB-714_ChB-75|AddA-24_ChB-711,0.0,0.0,Cc1c(O)cc2c(c1O)OC(C)CCCCCO2
CC(=O)Oc1ccccc1C(=O)O|ChB-710_RmA-0|RmA-0_AddA-18|AddA-26_RmA-10|AddA-34_AddA-20|ChB-709_RmA-0,0.0,0.0,CC(O)c1cc(O)c(O)c(O)c1O
CC(=O)Oc1ccccc1C(=O)O|RmA-2_ChB-1406|RmA-11_RmA-10|AddA-40_AddA-44,0.0,0.0,C=COc1ccccc1CCC
CC(=O)Oc1ccccc1C(=O)O|AddA-5_AddA-38|RmA-3_AddA-30|ChB-2109_RmA-10|RmA-13_ChB-703,0.0,0.0,NCCOc1cc(O)ccc1C=O
CC(=O)Oc1ccccc1C(=O)O|RmA-12_AddA-38|RmA-2_AddA-8|AddA-30_AddA-12|RmA-14_AddA-4|AddA-46_AddA-64|RmA-0_AddA-16|RmA-12_RmA-9|AddA-38_ChB-709,0.0,0.0,CCC1CCc2c(O)c(O)c(O)c(C)c2O1
CC(=O)Oc1ccccc1C(=O)O|ChB-710_RmA-0|RmA-0_AddA-18|AddA-26_RmA-10|RmA-5_ChB-845|ChB-269_AddA-45,0.0,0.0,COc1c(CN)ccc(O)c1O
