smiles,n_success_mut,n_failures_mut,silly_walks,total,obj_computation_time,history_data
CC(=O)Oc1ccccc1C(=O)O,11,989,0.0,0.0,0.0005319118499755859,CC(=O)Oc1ccccc1C(=O)O
CC(=O)Oc1c(F)cccc1C(=O)O,4,0,0.0,0.0,0.0005369186401367188,CC(=O)Oc1ccccc1C(=O)O|AddA-27
CC(=O)Oc1c(O)cccc1C(=O)O,3,0,0.0,0.0,0.0005412101745605469,CC(=O)Oc1ccccc1C(=O)O|AddA-26
CC(=O)Oc1c(C(=O)O)ccc(F)c1F,3,0,0.0,0.0,0.0005791187286376953,CC(=O)Oc1ccccc1C(=O)O|AddA-27|AddA-31
CC(=O)Oc1c(C)cccc1C(=O)O,2,0,0.0,0.0,0.000537872314453125,CC(=O)Oc1ccccc1C(=O)O|AddA-24
CC(=O)Oc1c(F)cccc1C(=O)ON,2,0,0.0,0.0,0.0005679130554199219,CC(=O)Oc1ccccc1C(=O)O|AddA-27|AddA-53
CC(=O)Oc1c(O)cccc1C(=O)OO,2,0,0.0,0.0,0.0005679130554199219,CC(=O)Oc1ccccc1C(=O)O|AddA-26|AddA-54
CC(=O)Oc1cc(F)ccc1C(=O)O,2,0,0.0,0.0,0.0005381107330322266,CC(=O)Oc1ccccc1C(=O)O|AddA-27|AddA-31|RmA-13
CC(=O)Oc1ccc(O)cc1C(=O)O,1,0,0.0,0.0,0.0005347728729248047,CC(=O)Oc1ccccc1C(=O)O|AddA-34
CCC(=O)Oc1c(F)cccc1C(=O)O,1,0,0.0,0.0,0.0005631446838378906,CC(=O)Oc1ccccc1C(=O)O|AddA-27|AddA-12
COc1cccc(C(=O)O)c1OC(C)=O,0,0,0.0,0.0,0.0005640983581542969,CC(=O)Oc1ccccc1C(=O)O|AddA-26|AddA-56
CC(=O)Oc1c(C(=O)OO)ccc(F)c1F,0,0,0.0,0.0,0.0006108283996582031,CC(=O)Oc1ccccc1C(=O)O|AddA-27|AddA-31|AddA-54
CC(=O)Oc1c(C(=O)O)ccc(O)c1C,0,0,0.0,0.0,0.0005705356597900391,CC(=O)Oc1ccccc1C(=O)O|AddA-24|AddA-30
NOC(=O)c1cccc(F)c1OC(=O)CO,0,0,0.0,0.0,0.0005972385406494141,CC(=O)Oc1ccccc1C(=O)O|AddA-27|AddA-53|AddA-14
