history_data,total,silly_walks,smiles
CC(=O)Oc1ccccc1C(=O)O|AddA-36|AddA-32_RmA-13_AddA-12|AddA-60_AddA-65_RmA-13|RmA-15_AddA-34|ChB-1490|RmA-14_AddA-31_RmA-15|ChB-917_ChB-1081_RmA-13|AddA-14_ChB-243|AddA-34_AddA-24|ChB-1083_ChB-380_RmA-14|RmA-14_AddA-12_RmA-13|AddA-13_RmA-13_ChB-885,0.0,0.0,NC1Cc2cccc(C(=O)O)c2OC1=O
CC(=O)Oc1ccccc1C(=O)O|AddA-36|ChB-1081|RmA-13_AddA-34_AddA-58|ChB-886_ChB-403|AddA-31_AddA-52|AddA-70|ChB-978_AddA-60|RmA-18|AddA-12_AddA-12|RmA-14_RmA-17_RmA-17|RmA-14_ChB-916,0.0,0.0,CC(=O)Oc1cc2c(c3c1C(=O)OC3O)O2
CC(=O)Oc1ccccc1C(=O)O|AddA-28_ChB-1081_ChB-1489|ChB-83_ChB-975|AddA-56_ChB-272_ChB-786|AddA-36|ChB-213_RmA-15|ChB-916_AddA-36_RmA-14|ChB-947_ChB-273|AddA-60_RmA-13|ChB-917|AddA-13_AddA-57_RmA-15|AddA-36_AddA-60_RmA-15|ChB-1108_AddA-71_RmA-13,0.0,0.0,CC(=O)Oc1cc(CCF)cc(C)c1C(=O)O
CC(=O)Oc1ccccc1C(=O)O|AddA-13_RmA-13_AddA-39|RmA-13_AddA-24|AddA-33|RmA-13_AddA-38|AddA-13|ChB-1082_RmA-14_AddA-53|RmA-15|RmA-14_AddA-27_AddA-29|RmA-14_AddA-24,0.0,0.0,CC(=O)Oc1c(C(=O)O)cc(N)c(N)c1C
CC(=O)Oc1ccccc1C(=O)O|AddA-36|AddA-32_RmA-13_AddA-12|AddA-60_AddA-65_RmA-13|RmA-15_AddA-34|ChB-1490|RmA-14_AddA-31_RmA-15|ChB-917_ChB-1081_RmA-13|AddA-14_ChB-243|AddA-34_AddA-24|ChB-1083_ChB-380_RmA-14|AddA-60|RmA-13_ChB-917,0.0,0.0,COc1cc(C(=O)O)c(OC(C)=O)c2c1C2
CC(=O)Oc1ccccc1C(=O)O|AddA-54|AddA-33|AddA-27|RmA-14_AddA-31_RmA-14|AddA-34|AddA-14|ChB-1492|RmA-14_AddA-14_RmA-16|RmA-13_ChB-786_ChB-83|ChB-885_RmA-13_AddA-32,0.0,0.0,Cc1ccc(OC(=O)C=O)c(C(=O)O)c1
CC(=O)Oc1ccccc1C(=O)O|AddA-54_AddA-12|AddA-29|RmA-13_ChB-885_ChB-1489,0.0,0.0,Nc1ccc(C(=O)O)c2oc(=O)ccc12
CC(=O)Oc1ccccc1C(=O)O|AddA-28_ChB-1081_ChB-1489|AddA-36|RmA-13_AddA-13|AddA-63_ChB-1081_RmA-15|AddA-60_ChB-272|AddA-35_AddA-60_RmA-13|RmA-15|RmA-14_AddA-37|ChB-886_RmA-15_AddA-33|RmA-13_AddA-56_AddA-62|AddA-36_RmA-17_RmA-15,0.0,0.0,CC(=O)Oc1c(C)cc(NO)cc1C(=O)O
CC(=O)Oc1ccccc1C(=O)O|AddA-14_AddA-28|AddA-56|ChB-948_RmA-13|AddA-62,0.0,0.0,CC(=O)Oc1cc(C)c(CO)cc1C(=O)O
CC(=O)Oc1ccccc1C(=O)O|AddA-36|AddA-32_RmA-13_AddA-12|AddA-60_AddA-65_RmA-13|RmA-15_AddA-34|ChB-1490|RmA-14_AddA-31_RmA-15|ChB-917_ChB-1081_RmA-13|AddA-14_ChB-243|AddA-34_AddA-24|ChB-1083_ChB-380_RmA-14|RmA-14_AddA-12_RmA-13|ChB-1490_AddA-54_RmA-15,0.0,0.0,C=CC(=O)Oc1c(C)cccc1C(=O)O
CC(=O)Oc1ccccc1C(=O)O|AddA-36|ChB-1081|RmA-13_AddA-34_AddA-58|ChB-886_ChB-403|AddA-31_AddA-52|AddA-70|ChB-978_AddA-60|RmA-18|AddA-12_AddA-12|RmA-14_RmA-17_RmA-17|ChB-274,0.0,0.0,CC(=O)Oc1cc(F)c(O)cc1C(=O)OCO
